Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
55401,"Deadhouse Gates (Malazan Book of the Fallen, #2)",Steven Erikson,"Erikson, Steven",,"=""0765310023""","=""9780765310026""",5,4.22,Tor Books,Hardcover,604,2005,2000,2011/12/31,2011/12/02,,,read,"This is the second book in the Malazan Book of the Fallen series and it is just as good as the first one. The plot, setting, and characters are flawlessly executed and, in my opinion, this series is shaping up as one of the best epic fantasies I have ever read. Good guys and bad guys are blurred, as they are in [a:George R.R. Martin|346732|George R.R. Martin|http://photo.goodreads.com/authors/1195658637p2/346732.jpg]'s A Song of Ice and Fire. The story is also similarly violent (if perhaps a bit less) and I was surprised when some good guys died; it's like no one is truly safe here. However, unlike A Song of Ice and Fire magic plays an important role in the story and worldbuilding. There are plenty of gods or Ascendants that mess up mortal's lives and serve to increase the scope of the story.<br/>Overall, I would highly recommend this series for any fan of epic fantasy.<br/><br/>For a longer review, see my blog: <a href=""http://strakul.blogspot.com/2012/01/book-review-deadhouse-gates-by-steven.html"">here</a>",,,1,,,0,,,,,
9303967,"The Ashes of Worlds (The Saga of Seven Suns, #7)",Kevin J. Anderson,"Anderson, Kevin J.",,"=""""","=""""",3,3.97,,Kindle Edition,512,,2008,2011/12/08,2011/08/16,,,read,"This is the 7th and final volume of the Saga of Seven Suns. I've you read the series up to book 6, you might as well finish it. This is a fast paced, epic conclusion to the series and in my opinion is one of the better books in the Saga.<br/><br/>The pros: fast action almost from the start, you get right to the meat of the conflict. The conclusion is suitably epic and satisfying. The series as a whole presents an interesting variety of social groups- Humans: the Hansa, the Roamers, the Therons, Ildirans, Klikiss (and their robots), and the Elementals: faeros, hydrogues, verdani and wentals. While the elementals are probably among the more interesting ones, the relationship between the human factions is more clearly fleshed out, considering most of the characters are humans.<br/><br/>The cons: the characters don't change too much in this book, in fact, throughout the entire series you have a very clear picture of who are the good guys and bad guys, you rarely see moral ambiguity or 3D characters. It seems, almost, that there are only 2-3 bad guys in the entire universe (with tons of lackeys to do their dirty work) and no one can stand up to them. All the other characters have perfect morality and in their naive simplicity will never once deviate from their beliefs even if doing so would solve so many problems. Only the 'bad' guys ever change sides. I would say the characters in the book (and the series as a whole) are probably the weakest part of the story.<br/><br/>Another minor issue is that the author makes an effort to describe where everyone is after the conflict. So after the climax, we still have 30-40 pages to read of so-and-so got married, so-and-so are now here, so-and-so are happy (no one is unhappy in the end). I think all of that cut have been cut and just go straight to the end, as the last chapter seemed to pack just a little bit more emotion than the prior ones.<br/>This slow ending is coincidentally similar to the slow start of the series. [b:Hidden Empire|898232|Hidden Empire (The Saga of Seven Suns, #1)|Kevin J. Anderson|http://photo.goodreads.com/books/1179283380s/898232.jpg|883419] takes ~100 pages to actually get to the action. So I guess if you can deal with the slow start and end, and with the occasional up and downs in the series (a few books weren't as good as the others), and if you don't want overly complex characters, then you may want to give this series a try.",,,1,,,0,,,,,
144127,The Runelords (Runelords #1),David Farland,"Farland, David",,"=""0812541626""","=""9780812541625""",5,3.76,Tor Fantasy,Mass Market Paperback,613,1999,1998,,2011/12/02,,,read,,,,1,,,0,,,,,
3428935,"The Warded Man (Demon Cycle, #1)",Peter V. Brett,"Brett, Peter V.",,"=""0345503805""","=""9780345503800""",0,4.23,Random House,Hardcover,416,2009,2008,,2011/12/02,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
55399,"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,"Erikson, Steven",,"=""0765348780""","=""9780765348784""",5,3.87,Tor Books,Mass Market Paperback,657,2005,1999,2011/12/02,2011/11/22,,,read,"Superb epic fantasy.<br/>I bought this since it was on sale, but had intended to read it for some time. I'm glad I did. I can't believe I've waited this long to read this.<br/><br/>While some books start with all the characters in one place and slowly build up to the full cast and the action, this is not one of those books. You start of right in the middle of the action and quickly start shifting view points. It can be a bit hard to follow what is going on or if events are relevant, but if you persevere you are rewarded. The various viewpoints and plots start tying up together and by the end everything is neatly in place. There are a few plots that get introduced and are not resolved, but it's clear that these will be address in the future books. <br/>The magic seems well structured and defined, though the reader is not privy to the details. Unlike some books, there is no 'apprentice mage' character that learns (along with the reader) how magic works and such. Hence, I am not to sure of the limits, but can attest to the power of some of the characters.<br/>The characters themselves are excellent. You want all of them to succeed, which is a problem since they each have their own goals that in many cases conflicts with those of others.<br/><br/>Overall, this is a great start to an epic fantasy series. I look forward to reading the following books and I am glad the 10-book series is officially complete.  ",,,1,,,0,,,,,
11157056,Fuzzy Nation,John Scalzi,"Scalzi, John",,"=""""","=""""",0,4.11,Tor Books,Kindle Edition,304,2011,2011,,2011/03/11,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765330423""","=""9780765330420""",5,4.20,Tor Books,Hardcover,332,2011,2011,2011/11/16,2011/11/12,,,read,"Another fine addition to the Mistborn universe.<br/>Good characters and lots (and lots) of action. The world building is mostly set already from the prior Mistborn books, though it takes it in a new direction and hints at things to come. [a:Brandon Sanderson|38550|Brandon Sanderson|http://photo.goodreads.com/authors/1201547425p2/38550.jpg] is planning 2 additional trilogies in the Mistborn universe and this novel feels like a stepping stone between the first and second trilogy.<br/>You won't get the deep sense of satisfaction from the original trilogy: there isn't a lot of new world building, the list of characters is small and only a few develop meaningfully, and the plot, while fast-paced, ends with a few things unfinished. It left me wondering if the next trilogy will be set a few years from this event or will be decades later and incorporate what the 'bad guys' were trying to accomplish. I'm hoping for the later.<br/><br/>If you care about the world building and the greater scope, the Ars Arcanum (the appendix) is for you. I felt it was great with descriptions of all allomantic and ferruchemic powers (with the exception of 1!) as well as an interesting commentary on the three powers and a mention of the Cosmere.<br/><br/>I recommend this book to any fan of the Mistborn series. If you haven't read any of the books, I'd recommending starting with the first: [b:Mistborn: The Final Empire|68428|Mistborn  The Final Empire (Mistborn, #1)|Brandon Sanderson|http://photo.goodreads.com/books/1312038619s/68428.jpg|66322], which is actually well-contained in a single novel despite being a trilogy.",,,1,,,0,,,,,
6070107,"The Way of Shadows (Night Angel, #1)",Brent Weeks,"Weeks, Brent",,"=""""","=""""",4,4.14,Orbit,Kindle Edition,659,2008,2008,2011/11/10,2011/11/04,,,read,"I came in with high hopes after reading [b:The Black Prism|7165300|The Black Prism (Lightbringer, #1)|Brent Weeks|http://ecx.images-amazon.com/images/I/51K3BnBah4L._SL75_.jpg|7534979], but I have to say it was not as strong of a novel as the later one.<br/>Overall, the novel was a fun read. The plot was entertaining, though it took its time to really get going. Most of the characters are cool and well-written, a few were a bit weak, but these were side characters that (I think) the reader doesn't need to worry about. The world building was intriguing and left me wanting more details. I'm used to clearer explanations of how magic ""works"" (in fact, I kinda rushed through the book so I could focus on [b:The Alloy of Law|10803121|The Alloy of Law (Mistborn, #4)|Brandon Sanderson|http://photo.goodreads.com/books/1317794101s/10803121.jpg|15035863] by [a:Brandon Sanderson|38550|Brandon Sanderson|http://photo.goodreads.com/authors/1201547425p2/38550.jpg]), but the idea behind the ka'kari was neat.<br/><br/>This has all the elements of a good story, but I think the execution was a bit flawed, particularly in comparison to [a:Brent Weeks|1370283|Brent Weeks|http://photo.goodreads.com/authors/1232012513p2/1370283.jpg]. One- the pacing was a bit off, first too slow, then a few chapters were years pass between in rapid succession, followed by a very fast-paced ending. I have no problem with slow (or fast) paced books, but the change of pace was a bit jarring. Two- the descriptions (mainly of setting, but also some action) were left somewhat vague. I had trouble figuring out where the characters were: on a bridge? on a road? wait, there was a window here?. I had to reread a few action scenes since I couldn't get what was going on. Three- there were some really cool characters introduced early on (Solon & Duke Gyre comes to mind) that I felt would play a larger role. They do end up doing cool things, but I expected a bit more development.<br/><br/>I probably will read the rest of the trilogy for the following reasons: to see what happens to the main character now, to see what happens to some of the more interesting secondary characters (Logan, Dorian & co), and for the world building and political intrigue.<br/>I would give this book 3.5 stars, but I'm rounding up.",,,1,,,0,,,,,
7165300,"The Black Prism (Lightbringer, #1)",Brent Weeks,"Weeks, Brent",,"=""0316075558""","=""9780316075558""",4,4.21,Orbit,Hardcover,629,2010,2010,,2011/11/10,,,read,,,,1,,,0,,,,,
6413483,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,"=""""","=""""",5,4.50,William Morrow Paperbacks,Kindle Edition,1209,2009,1955,2011/11/01,2010/12/02,,,read,"I finished my re-read a day or two ago. I have nothing to add: this is an awesome book that I've always loved. I'm in the process of rereading the Appendices, which are surprisingly good if you want to learn about the history of Middle Earth. Parts of it feel like a condensed version of the Silmarillion, which I've also enjoyed.",,,1,,,0,,,,,
12796771,"Awakening (Infinity Blade, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,3.84,ChAIR Entertainment Group,Kindle Edition,128,2011,2011,2011/10/07,2011/10/04,,,read,"I've never played the Infinity Blade game and I'm not sure it's my thing. If the price drops, I may give it a try. Hence, I did not know the backstory, but decided to get this novella anyways because I am a fan of [a:Brandon Sanderson|38550|Brandon Sanderson|http://photo.goodreads.com/authors/1201547425p2/38550.jpg] and he claimed no prior knowledge was necessary. That is indeed the case. I had no trouble at quickly picking up the story. In fact, it almost feels better this way. The world is cleverly designed and I enjoyed the blend of magic and technology. I don't know if that's Sanderson's or ChAIR's doing, but it was great. There wasn't a huge cast of characters (this is a novella after all), but those that were there were well-written. I would have liked a little more backstory for a few of them, but, again, the story is meant to be short. The plot started at a good place and was very interesting. It ended at a good spot, but I would have liked more. I guess that's where the sequel game comes in.<br/><br/>In terms of a complete story: it's a good introduction, but leaves you hanging<br/>In terms of a game tie-in story: it does it's job, I actually want to see where the story goes next and if the gameplay is something I like, I may consider buying the sequel.<br/><br/>In summary, the setting and world building were fascinating. The characters were good, but the plot left me wanting.",,,1,,,0,,,,,
10079321,"The Magician King (The Magicians, #2)",Lev Grossman,"Grossman, Lev",,"=""043402080X""","=""9780434020805""",4,3.91,William Heinemann,Paperback,400,2011,2011,2011/09/13,2011/09/03,,,read,"I was a bit hesitant to read this one. I only mildly like the first one ([b:The Magicians|6101718|The Magicians|Lev Grossman|http://photo.goodreads.com/books/1313772941s/6101718.jpg|6278977]), but didn't want more Narnia/Potter mash up. It turns out the second one feels a bit more original and, to me, more enjoyable.<br/>There are two main plot lines and the story appears to lack focus, but once you get 3/4 of the way through everything snaps together and you realize that there was a purpose to all the meandering and even the smallest things become important. Also, the story becomes really interesting at that point and I could barely set it down.<br/>In terms of characters, we get to see more of Quentin and he sounds a bit more mature than in the prior book, eventually even becoming a likeable character (I didn't connect with him in book 1). Julia is now a prominent character and her story arc is very interesting. She never feels as real as Quentin, though, so I wasn't as invested in her story.<br/>The main plot is Quentin's quest, which starts of with him just wanting some adventure, but then actually evolves into a quest to save magic from its true owners- some cool stuff happens near the end. It left me wanting to read book 3 (there's a book 3 coming out, right?).<br/>Overall: it was a good book. I can't quite pin point why I didn't enjoy it more or why I enjoyed so much. I'm sure you'll find something in it to entertain you, though.",,,1,,,0,,,,,
8253920,"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325942""","=""9780765325945""",5,4.41,Tom Doherty Associates TOR Fantasy,Hardcover,863,2010,2010,,2010/12/02,,,read,,,,1,,,0,,,,,
11483885,"Leviathan Wakes (Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",5,4.24,Orbit,Kindle Edition,579,2011,2011,2011/09/02,2011/06/06,,,read,"This was an excellent read. I generally don't read as much science fiction as fantasy, but this was included with my copy of [b:The Dragon's Path|8752885|The Dragon's Path (The Dagger and the Coin, #1)|Daniel Abraham|http://photo.goodreads.com/books/1292362307s/8752885.jpg|13626110] (which was also good). I can usually pass over scientific inaccuracies for the sake of the plot, but as a professional astronomer I am always happy when the author pays attention to detail and conforms his/her work to real science. That said, this is not hard scifi- there are no explanations on how drives work, etc, but the main point is that orbital mechanics (and thus the consequences of how space battles will be fought) is accurate.<br/>The story is also quite engaging. In scope it just covers the solar system and if you've ever taken an intro to astronomy course you should recognize all the places they visit. The characters are very interesting, but I wish there would have been more than 2 viewpoint characters. I feel it's aiming to be epic, but by just going back and forth between just these 2 characters it reduces the scope and makes the story a tad predictable.<br/>In conclusion: I am very happy with the book and will be checking out the rest of The Expanse when it comes out.",,,1,,,0,,,,,
8439097,"The Ambassador's Mission (Traitor Spy Trilogy, #1)",Trudi Canavan,"Canavan, Trudi",,"=""""","=""""",0,3.92,Orbit,Kindle Edition,529,2010,2010,,2011/08/16,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
6368743,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""""","=""""",4,3.99,,Kindle Edition,288,,1932,2011/08/15,2010/12/02,,,read,"I did not have to read this book as part of my high school/college education, and I am sad for that. There are a lot of interesting ideas put forth in this book. It's a good read, but mainly this is a book that makes you sit down and think. I knew this was the case, and so was not disappointed at the character or overall plot, in fact, I guess it reads like a book from those times rather than something written today. However, the themes and ideas were incredible and well ahead of their time. The world is presented as an utopia, but as you explore it you're not quite sure if that's the right word. This is a frightening world to live in and I can totally see the point in comparing it to other works like Orwell's 1984 or Moore's Utopia.",,,1,,,0,,,,,
53732,Dune,Frank Herbert,"Herbert, Frank",,"=""""","=""""",5,4.23,Ace/Berkley Books,Paperback,535,1990,1965,,2010/12/02,,,read,,,,1,,,0,,,,,
877731,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618260285""","=""9780618260287""",5,4.53,Houghton Mifflin Company,Paperback,406,2002,1955,,2010/12/02,,,read,,,,1,,,0,,,,,
1153955,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618260277""","=""9780618260270""",5,4.44,Houghton Mifflin,Paperback,725,2002,1954,,2011/02/06,,,read,,,,1,,,0,,,,,
7113498,"Under Heaven (Under Heaven, #1)",Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0451463307""","=""9780451463302""",3,4.15,Roc,Hardcover,573,2010,2010,2010/01/01,2010/12/02,,,read,"Nice read, beautiful world, but I felt too little actually 'happened'.",,,1,,,0,,,,,
5981898,"Metal Swarm (The Saga of Seven Suns, #6)",Kevin J. Anderson,"Anderson, Kevin J.",,"=""""","=""""",3,3.91,,Kindle Edition,676,,2007,2011/02/08,2011/02/05,,,read,"OK, not as good as it could have been, but not bad either. The series is winding down so I'm aiming to finish it. I *really* want the Chairman to die already!",,,1,,,0,,,,,
9531737,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""""","=""""",5,4.55,Daw,Kindle Edition,1000,2011,2011,2011/03/13,2011/01/04,,,read,"Great read, better than the first one.<br/>Lots of awesome 'Taborlin the Great' moments.<br/>The interludes (scenes at the inn), however, left something to be desired.<br/>Pretty much all the action takes place in Kvothe's story, there's almost no reason to set it at the inn (unlike the first book).<br/>It feels like there is so much left to do, I can't imagine how [a:Patrick Rothfuss|108424|Patrick Rothfuss|http://photo.goodreads.com/authors/1226875325p2/108424.jpg] will finish it in one more book.",,,1,,,0,,,,,
7798653,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",2,4.21,Tor Books,Kindle Edition,332,2007,2005,2011/03/24,2010/12/18,,,read,"Not bad, but not quite my thing. I'm not sure what I expected, but it wasn't what I got. Still: well written with a surprising amount of humor thrown in. I felt it took a while for the plot to really get started, though in that time it developed the world. Much lighter than [b:The Forever War|21611|The Forever War|Joe Haldeman|http://photo.goodreads.com/books/1167322714s/21611.jpg|423].",,,1,,,0,,,,,
6186642,"Perdido Street Station (New Crobuzon, #1)",China Miéville,"Miéville, China",,"=""""","=""""",4,3.95,Ballantine Books,Kindle Edition,710,2003,2000,2011/04/08,2011/02/06,,,read,"An amazing read, [a:China Miéville|33918|China Miéville|http://photo.goodreads.com/authors/1243988363p2/33918.jpg] is a great author. The book is a mix of steampunk, urban fantasy, horror, and much more. The city, New Crobuzon, is exquisitely described and it's the kind of place you feel is real... and that you don't want to live anywhere nearby. It almost feels like the city is a character in the book (similar as the other books I've read from him- [b:Kraken|6931246|Kraken|China Miéville|http://photo.goodreads.com/books/1275682282s/6931246.jpg|8814204] and [b:The City & The City|4703581|The City & The City|China Miéville|http://photo.goodreads.com/books/1266894982s/4703581.jpg|4767909]).<br/>My only complaints is that there are parts where the book is all over the place and you might loose track of (or not know in the first place) what's important. It's also a bit darker than I would have liked and the while the ending was cool, it wasn't at all what I expected.",,,1,,,0,,,,,
8279737,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""""","=""""",3,3.86,Orbit,Kindle Edition,545,2009,1987,2011/05/12,2011/04/22,,,read,"I would rank this between 2 and 3 stars. The concept of the Culture and the Galaxy-spanning war is interesting; however, the story itself (the recovery of a Mind) is not terribly so. Some books I devour and can't stop reading them, others I have to remind myself that I was reading it and should probably finish it. This was one of the later. I can't give one good reason as to why, I guess it just wasn't my style. I'm still curious about this Universe so I might check out more Culture books, but I'll be sure to look up what the best ones are and focus on those rather than go to first few published (like this one).",,,1,,,0,,,,,
4404,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""0060010606""","=""9780060010607""",4,4.10,PerfectBound (HarperCollins),ebook,635,2001,2001,2011/06/09,2011/02/06,,,read,"This was a very interesting concept and a pretty good book. It's not among my favorites, but I can't quite point to anything that was particularly disappointing. Maybe I just felt a bit disconnected with the story having never lived or traveled through middle America.<br/>Overall though, it's a good book and good read.",,,1,,,0,,,,,
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,4.32,Bantam,Kindle Edition,1125,2011,2011,2011/07/29,2011/07/12,,,read,"I took my time reading the book, savoring each chapter (also I had a lot of work to do...), but now it's finished.<br/>Overall impression: it's good and a worthy addition to the series. The best part was getting to read about the characters that did not star in [b:A Feast for Crows|13497|A Feast for Crows (A Song of Ice and Fire, #4)|George R.R. Martin|http://photo.goodreads.com/books/1288333578s/13497.jpg|1019062]. I still think Book 3 is better, but this was better than Book 4.<br/>There were a few awesome events that occurred, which made me happy, but there were a few minor issues that detracted from the experience.<br/><br/>The most minor of these (and actually I found it funny) was how there was always food in practically every chapter. Obviously characters have to eat, but GRRM spends a lot of time describing what everyone is eating each time, whether it's stew, mutton, rat, or unborn puppies.<br/><br/>The pacing of the book was a bit off. Tyrion's chapters were flying by with lots going on, Jon's somewhat less, but Dany's chapters were a bit slow. It felt like nothing really happened until near the end. About halfway through the book we catch up to the previous one, and we see a little more develop with those characters (not all of them), but we are still not given closure on any major plot line. I think there was only a single Jaime chapter and it left me wanting another one, which is unfortunate as we'll have to wait until next book. It makes me wonder whether that chapter should have been there at all? (The events of the chapter does get referred to in a later chapter so I guess that's fine).<br/><br/>[b:A Storm of Swords|62291|A Storm of Swords (A Song of Ice and Fire, #3)|George R.R. Martin|http://photo.goodreads.com/books/1298429990s/62291.jpg|1164465] ended with a blast (or more accurately, a bolt). I have no memory on how [b:A Feast for Crows|13497|A Feast for Crows (A Song of Ice and Fire, #4)|George R.R. Martin|http://photo.goodreads.com/books/1288333578s/13497.jpg|1019062] ended. This book had a mixed ending. For one character- wow! What a cliffhanger! For another- oh, I guess it's done. And for yet another chapter- huh? where's the next chapter?! I felt the ending wasn't very clean, it sort of petered out at the end; it was honestly a surprise to turn the page and see ""Epilogue"". I expected some closure in at least a few of the plot lines. I know this isn't the end of the series, but he needs to start wrapping up things soon.<br/><br/>One thing that bothered me a bit was the introduction of a brand new plot line. We get a brand new character that changes everything. I guess that's fine, but I feel that the series should be wrapping up, not adding new things! I didn't see this coming and so it came as a bit of an unwanted surprise. It's still cool, but detracts somewhat from the story.<br/><br/>Overall, the story telling and the characters are still great. Those issues I outline above are present, but they don't ruin the story- they just make me worry that it will take more than 2 books to end the series. While I enjoy the series and could easily read more, I do want some closure at some point.<br/><br/>",,,1,,,0,,,,,
8684868,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",5,4.04,Scholastic Press,Kindle Edition,390,2010,2010,2011/08/11,2011/08/07,,,read,"The final book of the Hunger Games trilogy does not disappoint. We see a lot more depth into the world and get to see some cool action. The story still revolves around Katniss, which means we don't get to see things she doesn't, but we get deep into her mind. We can see that she, along with some of the other victors, have been greatly impacted by the Games and the subsequent events. This is not your typical escapist fantasy where the hero goes and chops up his/her enemies and then goes back home to a normal life. I was very satisfied with the ending and the plot events.<br/>The only downside I can think for the book is that the pacing is a bit uneven. Some parts fly by, while others drag a bit. Still, it's a very engaging read. I was a bit worried since book 2 had a bit of a romantic vibe to it, but while it's present in book 3, it is a bit more subdued.<br/>",,,1,,,0,,,,,
11462004,The Key to Creation (Terra Incognita #3),Kevin J. Anderson,"Anderson, Kevin J.",,"=""""","=""""",4,3.85,Orbit,Kindle Edition,785,2011,2011,2011/08/07,2011/07/31,,,read,"The final book in the Terra Incognita series. It's a fast-paced, action-packed finale. Lots is going on, though the action tends to focus on Ishalem and the two ships- Dyscovera, and Al-Orizin. There is much more magic than in the prior books, which I felt detracted a bit from the story since (without spoiling it) it has to be used to stop the conflict. The story arc is actually pretty predictable; I don't remember seeing any major plot twists. The ending felt a bit dragged out, probably since it was epic in scale, but it kept switching to a set of POVs where very little action (but otherwise cool things) was going on.<br/>The characters is really where this series shines. There are two sides of the conflict, but you can't decide if the Tierrans or Urabans are right since both sets of characters are so engaging and you want whoever is the POV at the moment to win.<br/>The plot is, as I've said before, somewhat predictable; however, don't let that stop you as the characters really pull it off.<br/>The setting is very nice, it's a low-magic, colonial-eraish world with two 'distinct' cultures/religions. The latter books keep introducing more and more magic, which in my opinion was not needed.<br/><br/>A lot of people criticize [a:Kevin J Anderson|4933083|Kevin J Anderson|http://www.goodreads.com/images/nophoto/nophoto-U-50x66.jpg] for the continued Dune books, but a series like this makes you realize that he's actually a fine author. Even if you don't like the extended Dune universe, you should give this independent trilogy a try.",,,1,,,0,,,,,
11543571,"Mythical Creatures (Terra Incognita, #0)",Kevin J. Anderson,"Anderson, Kevin J.",,"=""""","=""""",2,3.77,WordFire Press,Kindle Edition,58,2011,2011,2011/06/06,2011/06/04,,,read,"It was an OK read. It's a very short story set in the Terra Incognita universe. However it doesn't really add anything to that universe- the series thus far has made clear how people can be blinded by their faith and the rash actions they take to preserve their point of view. In that sense, this is a good vignette to someone who is new to series or to evoke some interesting discussions.<br/>I'm a fan of Terra Incognita, but I personally would have preferred to see a little more happen or to see something different from the rest of the series. One particular thing that nagged at me was that at the end of the story, you couldn't tell that the character had grown or changed in any (positive?) way.<br/>The lyrics and stories behind their rock album was a good addition, though.",,,1,,,0,,,,,
3124317,"Mouse Guard: Winter 1152 (Mouse Guard, #2)",David Petersen,"Petersen, David",,"=""1932386742""","=""9781932386745""",4,4.20,Archaia Studios Press,Hardcover,192,2009,2007,,2011/05/22,,,read,,,,1,,,0,,,,,
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",0,4.16,Gollancz,Paperback,515,2007,2006,,2011/05/10,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
8121665,The Way of the Wizard,John Joseph Adams,"Adams, John Joseph",,"=""1607012324""","=""9781607012320""",0,3.80,Prime Books,Paperback,477,2010,2010,,2011/05/10,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
64251,"Mouse Guard: Fall 1152 (Mouse Guard, #1)",David Petersen,"Petersen, David",,"=""1932386572""","=""9781932386578""",4,4.00,Archaia,Hardcover,192,2009,2007,2011/05/09,2011/05/03,,,read,,,,1,,,0,,,,,
1087154,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 16",CLAMP,"CLAMP, CLAMP",William Flanagan,"=""0345501489""","=""9780345501486""",5,4.38,Del Rey,Paperback,184,2008,2006,,2011/05/07,,,read,,,,1,,,0,,,,,
138453,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 14",CLAMP,"CLAMP, CLAMP",William Flanagan,"=""0345485343""","=""9780345485342""",4,4.35,Del Rey,Paperback,185,2007,2006,,2011/05/03,,,read,,,,1,,,0,,,,,
8522794,"Mouse Guard: Legends of the Guard, Vol. 1 (Mouse Guard)",David Petersen,"Petersen, David","Jeremy A. Bastian, Ted Naifeh, Alex Sheikman, Gene Ha, Lowell Francis, Sean Rubin, Alex Kain, Terry Moore, Katie Cook, Guy Davis, Jason Shawn Alexander, Nate Pride, Craig Rousseau, Karl Kerschl, Mark Smylie","=""1932386947""","=""9781932386943""",3,3.96,Archaia,Hardcover,144,2010,2010,2011/05/03,2011/05/03,,,read,,,,1,,,0,,,,,
2507385,"Okko: The Cycle of Water (Okko, #1-2)",Hub,"Hub, Hub",Edward Gauvin,"=""1932386459""","=""9781932386455""",3,3.76,Archaia Entertainment,Hardcover,104,2007,2006,2011/05/06,2011/05/03,,,read,"I generally don't read graphic novels, but this one caught my eye. It was an interesting read. The world/country (Pajan) is practically medieval Japan but with actual monsters and magic. The tale is fairly straightforward and the illustrations are bright and colorful.",,,1,,,0,,,,,
8665134,"After the Golden Age (Golden Age, #1)",Carrie Vaughn,"Vaughn, Carrie",,"=""0765325551""","=""9780765325556""",0,3.75,Tor Books,Hardcover,304,2011,2011,,2011/04/22,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
6931246,Kraken,China Miéville,"Miéville, China",,"=""034549749X""","=""9780345497499""",4,3.60,Del Rey,Hardcover,509,2010,2010,2011/01/13,2010/12/02,,,read,,,,1,,,0,,,,,
7904453,"The Broken Kingdoms (Inheritance, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316043966""","=""9780316043960""",4,4.10,Orbit,Paperback,384,2010,2010,,2011/03/17,,,read,,,,1,,,0,,,,,
16482,"Empire of the East (Empire of the East, #1-3)",Fred Saberhagen,"Saberhagen, Fred",,"=""0765307421""","=""9780765307422""",0,3.93,Tor Books,Paperback,512,2003,1979,,2011/03/14,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
6703145,"Spellwright (Spellwright, #1)",Blake Charlton,"Charlton, Blake",,"=""0765317273""","=""9780765317278""",0,3.60,Tor Books,Hardcover,350,2010,2010,,2011/02/19,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
104086,The Summer Tree (The Fionavar Tapestry #1),Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0451458222""","=""9780451458223""",3,3.98,Ace Books,Paperback,383,2001,1984,,2011/02/06,,,read,,,,1,,,0,,,,,
189783,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",Terry Brooks,"Brooks, Terry",Scott Brick,"=""0736693416""","=""9780736693417""",2,3.95,Books on Tape,Audio Cassette,23,2003,1982,,2011/02/06,,,read,,,,1,,,0,,,,,
15575,"The Sword of Shannara (The Original Shannara Trilogy, #1)",Terry Brooks,"Brooks, Terry",,"=""1857231511""","=""9781857231519""",3,3.75,Orbit,Paperback,726,1999,1977,,2011/02/06,,,read,,,,1,,,0,,,,,
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",3,3.99,Bantam Spectra,Paperback,183,2004,1968,,2011/02/06,,,read,,,,1,,,0,,,,,
